date,part_a,part_b,part_c,full_text
2026-08-02,"Jano, Katko a možná i Markéto, dobrý den.","Právě 2. srpna 1924 se narodil americký spisovatel James Baldwin, autor románů a esejů o společnosti a lidské identitě.","Přeji vám krásný den. Hůhůhů.","Jano, Katko a možná i Markéto, dobrý den. Právě 2. srpna 1924 se narodil americký spisovatel James Baldwin, autor románů a esejů o společnosti a lidské identitě. Přeji vám krásný den. Hůhůhů."
2026-08-03,"Dobrý den, studentky.","Právě 3. srpna 1492 vyplul Kryštof Kolumbus se třemi loděmi na svou první cestu přes Atlantik.","Přeji hodně úspěchů ve studiu. Hůhůhů.","Dobrý den, studentky. Právě 3. srpna 1492 vyplul Kryštof Kolumbus se třemi loděmi na svou první cestu přes Atlantik. Přeji hodně úspěchů ve studiu. Hůhůhů."
2026-08-04,"Dobrý den, děvčata.","Právě 4. srpna 2007 odstartovala k Marsu sonda Phoenix, která později potvrdila vodní led těsně pod povrchem planety.","Užijte si dnešního dne. Hůhůhů.","Dobrý den, děvčata. Právě 4. srpna 2007 odstartovala k Marsu sonda Phoenix, která později potvrdila vodní led těsně pod povrchem planety. Užijte si dnešního dne. Hůhůhů."
2026-08-05,"Dobrý den, studentky.","Právě 5. srpna 1858 vystoupila Julia Archibald Holmesová jako první doložená žena na vrchol americké hory Pikes Peak.","Přeji hodně úspěchů ve studiu. Hůhůhů.","Dobrý den, studentky. Právě 5. srpna 1858 vystoupila Julia Archibald Holmesová jako první doložená žena na vrchol americké hory Pikes Peak. Přeji hodně úspěchů ve studiu. Hůhůhů."
2026-08-06,"Jano, Katko a možná i Markéto, dobrý den.","Právě 6. srpna 1890 odehrál legendární baseballový nadhazovač Cy Young svůj první profesionální zápas.","Přeji vám krásný den. Hůhůhů.","Jano, Katko a možná i Markéto, dobrý den. Právě 6. srpna 1890 odehrál legendární baseballový nadhazovač Cy Young svůj první profesionální zápas. Přeji vám krásný den. Hůhůhů."
2026-08-07,"Dobrý den, děvčata.","Právě 7. srpna 1959 odstartovala družice Explorer 6, která později pořídila první snímek Země z oběžné dráhy.","Přeji vám krásný den. Hůhůhů.","Dobrý den, děvčata. Právě 7. srpna 1959 odstartovala družice Explorer 6, která později pořídila první snímek Země z oběžné dráhy. Přeji vám krásný den. Hůhůhů."
2026-08-08,"Jano, Katko a možná i Markéto, dobrý den.","Právě 8. srpna 1896 se narodila spisovatelka Marjorie Kinnan Rawlingsová, pozdější držitelka Pulitzerovy ceny.","Přeji hodně úspěchů ve studiu. Hůhůhů.","Jano, Katko a možná i Markéto, dobrý den. Právě 8. srpna 1896 se narodila spisovatelka Marjorie Kinnan Rawlingsová, pozdější držitelka Pulitzerovy ceny. Přeji hodně úspěchů ve studiu. Hůhůhů."
2026-08-09,"Dobrý den, studentky.","Právě 9. srpna 1930 se v krátkém animovaném filmu poprvé objevila kreslená postavička Betty Boop.","Užijte si dnešního dne. Hůhůhů.","Dobrý den, studentky. Právě 9. srpna 1930 se v krátkém animovaném filmu poprvé objevila kreslená postavička Betty Boop. Užijte si dnešního dne. Hůhůhů."
2026-08-10,"Dobrý den přeji studentky. Dnes bude asi zase pekelné vedro. Tak pozor na pitný režim. Uzijte si den. Katka měla či má nějaký výlet, tak ať se líbí. Já jdu zalézt do vykotlaného dubu a dám si šlofíka. Hůhůhů.","","","Dobrý den přeji studentky. Dnes bude asi zase pekelné vedro. Tak pozor na pitný režim. Uzijte si den. Katka měla či má nějaký výlet, tak ať se líbí. Já jdu zalézt do vykotlaného dubu a dám si šlofíka. Hůhůhů."
2026-08-11,"Dobrý den, děvčata.","Právě 11. srpna 1911 překonal havajský plavec Duke Kahanamoku světový rekord na sto yardů volným způsobem.","Užijte si dnešního dne. Hůhůhů.","Dobrý den, děvčata. Právě 11. srpna 1911 překonal havajský plavec Duke Kahanamoku světový rekord na sto yardů volným způsobem. Užijte si dnešního dne. Hůhůhů."
2026-08-12,"Jano, Katko a možná i Markéto, dobrý den.","Právě 12. srpna 1981 představila společnost IBM svůj první osobní počítač IBM PC, který výrazně ovlivnil další vývoj počítačů.","Přeji hodně úspěchů ve studiu. Hůhůhů.","Jano, Katko a možná i Markéto, dobrý den. Právě 12. srpna 1981 představila společnost IBM svůj první osobní počítač IBM PC, který výrazně ovlivnil další vývoj počítačů. Přeji hodně úspěchů ve studiu. Hůhůhů."
2026-08-13,"Dobrý den, studentky.","Právě 13. srpna 1961 začalo budování Berlínské zdi, která pak rozdělovala město, rodiny i přátele po dobu 28 let.","Přeji vám krásný den. Hůhůhů.","Dobrý den, studentky. Právě 13. srpna 1961 začalo budování Berlínské zdi, která pak rozdělovala město, rodiny i přátele po dobu 28 let. Přeji vám krásný den. Hůhůhů."
2026-08-14,"Dobrý den, děvčata.","Právě 14. srpna 1959 pořídila družice Explorer 6 první fotografii Země z oběžné dráhy. Byla zrnitá, ale tehdy naprosto výjimečná.","Přeji hodně úspěchů ve studiu. Hůhůhů.","Dobrý den, děvčata. Právě 14. srpna 1959 pořídila družice Explorer 6 první fotografii Země z oběžné dráhy. Byla zrnitá, ale tehdy naprosto výjimečná. Přeji hodně úspěchů ve studiu. Hůhůhů."
2026-08-15,"Jano, Katko a možná i Markéto, dobrý den.","Právě 15. srpna 1914 byl oficiálně otevřen Panamský průplav, který výrazně zkrátil lodní cestu mezi Atlantikem a Tichým oceánem.","Užijte si dnešního dne. Hůhůhů.","Jano, Katko a možná i Markéto, dobrý den. Právě 15. srpna 1914 byl oficiálně otevřen Panamský průplav, který výrazně zkrátil lodní cestu mezi Atlantikem a Tichým oceánem. Užijte si dnešního dne. Hůhůhů."
2026-08-16,"Dobrý den, studentky.","Právě 16. srpna 1960 se Kypr stal nezávislou republikou a přestal být britskou kolonií.","Užijte si dnešního dne. Hůhůhů.","Dobrý den, studentky. Právě 16. srpna 1960 se Kypr stal nezávislou republikou a přestal být britskou kolonií. Užijte si dnešního dne. Hůhůhů."
2026-08-17,"Jano, Katko a možná i Markéto, dobrý den.","Právě 17. srpna 1978 dokončila posádka balonu Double Eagle II první úspěšný přelet Atlantiku balonem.","Přeji vám krásný den. Hůhůhů.","Jano, Katko a možná i Markéto, dobrý den. Právě 17. srpna 1978 dokončila posádka balonu Double Eagle II první úspěšný přelet Atlantiku balonem. Přeji vám krásný den. Hůhůhů."
2026-08-18,"Dobré ráno Jano a Katko. Prý jste Jano byla v mořském akváriu a líbilo se Vám to. To je skvělé. Zítra prý máte angličtinu. Tak přeji ať Vám to jde. Vysvědčení se blíží. Krásný de. Hůhůhů.","","","Dobré ráno Jano a Katko. Prý jste Jano byla v mořském akváriu a líbilo se Vám to. To je skvělé. Zítra prý máte angličtinu. Tak přeji ať Vám to jde. Vysvědčení se blíží. Krásný de. Hůhůhů."
2026-08-19,"Dobrý den, děvčata.","Právě 19. srpna 1950 začala americká televize ABC vysílat pravidelné sobotní ranní pořady určené dětem.","Přeji vám krásný den. Hůhůhů.","Dobrý den, děvčata. Právě 19. srpna 1950 začala americká televize ABC vysílat pravidelné sobotní ranní pořady určené dětem. Přeji vám krásný den. Hůhůhů."
2026-08-20,"Dobrý den, studentky.","Právě 20. srpna 1977 odstartovala sonda Voyager 2, jediná sonda, která zblízka prozkoumala všechny čtyři obří planety Sluneční soustavy.","Přeji hodně úspěchů ve studiu. Hůhůhů.","Dobrý den, studentky. Právě 20. srpna 1977 odstartovala sonda Voyager 2, jediná sonda, která zblízka prozkoumala všechny čtyři obří planety Sluneční soustavy. Přeji hodně úspěchů ve studiu. Hůhůhů."
2026-08-21,"Jano, Katko a možná i Markéto, dobrý den.","Právě 21. srpna 1912 získal Arthur Eldred jako první člověk nejvyšší americkou skautskou hodnost Eagle Scout.","Užijte si dnešního dne. Hůhůhů.","Jano, Katko a možná i Markéto, dobrý den. Právě 21. srpna 1912 získal Arthur Eldred jako první člověk nejvyšší americkou skautskou hodnost Eagle Scout. Užijte si dnešního dne. Hůhůhů."
2026-08-22,"Dobrý den, studentky.","Právě 22. srpna 1966 vznikla organizace United Farm Workers, která pomáhala zlepšovat pracovní podmínky zemědělských dělníků v USA.","Přeji hodně úspěchů ve studiu. Hůhůhů.","Dobrý den, studentky. Právě 22. srpna 1966 vznikla organizace United Farm Workers, která pomáhala zlepšovat pracovní podmínky zemědělských dělníků v USA. Přeji hodně úspěchů ve studiu. Hůhůhů."
2026-08-23,"Dobrý den, děvčata.","Právě 23. srpna 1966 pořídila sonda Lunar Orbiter 1 první snímek Země z oběžné dráhy kolem Měsíce.","Užijte si dnešního dne. Hůhůhů.","Dobrý den, děvčata. Právě 23. srpna 1966 pořídila sonda Lunar Orbiter 1 první snímek Země z oběžné dráhy kolem Měsíce. Užijte si dnešního dne. Hůhůhů."
2026-08-24,"Jano, Katko a možná i Markéto, dobrý den.","Právě 24. srpna 2006 astronomové na kongresu v Praze zařadili Pluto mezi trpasličí planety.","Přeji vám krásný den. Hůhůhů.","Jano, Katko a možná i Markéto, dobrý den. Právě 24. srpna 2006 astronomové na kongresu v Praze zařadili Pluto mezi trpasličí planety. Přeji vám krásný den. Hůhůhů."
2026-08-25,"Dobrý den, studentky.","Právě 25. srpna 1989 proletěla sonda Voyager 2 kolem Neptunu a jako první ukázala tuto vzdálenou planetu zblízka.","Přeji hodně úspěchů ve studiu. Hůhůhů.","Zdravím Vás Katko a Jano, dnes prý máte angličtinu a Jana by měla být na ušním u pana doktora. Tak snad jí pan doktor pomůže. Přeji Vám hezký den a ať Vám nová slovíčka do hlavy skáčou sama."
2026-08-26,"Jano, Katko a možná i Markéto, dobrý den.","Právě 26. srpna 1791 získali američtí vynálezci John Fitch a James Rumsey patenty na dva odlišné způsoby pohonu parníku.","Přeji vám krásný den. Hůhůhů.","Jano, Katko a možná i Markéto, dobrý den. Právě 26. srpna 1791 získali američtí vynálezci John Fitch a James Rumsey patenty na dva odlišné způsoby pohonu parníku. Přeji vám krásný den. Hůhůhů."
2026-08-27,"Dobrý den, děvčata.","Právě 27. srpna 1955 vyšlo první vydání Guinnessovy knihy rekordů, která se později stala světovým bestsellerem.","Užijte si dnešního dne. Hůhůhů.","Zdravím Janu, Katku a po delší době také Markétku! Krásný den. Katko prý jste byla v Liberci, výsledky by měly být dobré. Blahopřeji. Užijte si dnešní den. Mělo by být už zase teplíčko. Ale já ten den radši prospím. Hůhůhůh"
2026-08-28,"Dobrý den, studentky.","Právě 28. srpna 1963 se ve Washingtonu konal velký pokojný pochod za práci, svobodu a rovnoprávnost.","Přeji hodně úspěchů ve studiu. Hůhůhů.","Jano, Kačko, Markéto, krásný den! Jani prý máte dnes narozeniny! Přeji za mě Kačku asistentkou i Mílu hlavně hodně zdraví, klid v duši, spokojenost a hodně úspěchů ve studiu. Užijte si dnešní den a zase na slyšenou. Hůhůhů"
2026-08-29,"Jano, Katko a možná i Markéto, dobrý den.","Právě 29. srpna 1885 si Gottlieb Daimler nechal patentovat dvoukolové vozidlo se spalovacím motorem, považované za první motocykl.","Přeji vám krásný den. Hůhůhů.","Jano, Katko a možná i Markéto, dobrý den. Právě 29. srpna 1885 si Gottlieb Daimler nechal patentovat dvoukolové vozidlo se spalovacím motorem, považované za první motocykl. Přeji vám krásný den. Hůhůhů."
2026-08-30,"Dobrý den, děvčata.","Právě 30. srpna 1963 schválila NASA program Lunar Orbiter, který měl fotografovat Měsíc a pomoci vybrat místa pro přistání astronautů.","Užijte si dnešního dne. Hůhůhů.","Dobrý den, děvčata. Právě 30. srpna 1963 schválila NASA program Lunar Orbiter, který měl fotografovat Měsíc a pomoci vybrat místa pro přistání astronautů. Užijte si dnešního dne. Hůhůhů."
2026-08-31,"Dobrý den, studentky.","Právě 31. srpna 1897 získal Thomas Edison patent na kinetografickou kameru, jednoho z předchůdců filmové kamery.","Přeji hodně úspěchů ve studiu. Hůhůhů.","Dobrý den, studentky. Právě 31. srpna 1897 získal Thomas Edison patent na kinetografickou kameru, jednoho z předchůdců filmové kamery. Přeji hodně úspěchů ve studiu. Hůhůhů."
2026-09-01,"Zdravím studentky, dnes prý máte angličtinu. Jani dobře, že se vám omluvil, kdo se nechoval dobře. Markétko ta váha prý lže. Katko vy prý všechno víte, i o nějakém stěhování... Mám z toho nějakou zamotanou hlavu a jdu raději spát. Mějte se. Hůhůhů.","","","Zdravím studentky, dnes prý máte angličtinu. Jani dobře, že se vám omluvil, kdo se nechoval dobře. Markétko ta váha prý lže. Katko vy prý všechno víte, i o nějakém stěhování... Mám z toho nějakou zamotanou hlavu a jdu raději spát. Mějte se. Hůhůhů."
2026-09-02,"Dobré ráno Jano, Katko, Markéto. Doufám, že jste v pohodě. Dnes nemám žádné další zprávy a tak jen přeji příjemný den, klid v duši a na slyšenou. Dobrou, já jdu spát. Hůhůhů","","","Dobré ráno Jano, Katko, Markéto. Doufám, že jste v pohodě. Dnes nemám žádné další zprávy a tak jen přeji příjemný den, klid v duši a na slyšenou. Dobrou, já jdu spát. Hůhůhů"
