ES,CZ,Order,Sentence,SentenceT,L
el descubridor,objevitel,2069,Hoy necesito el descubridor.,Dnes potřebuji objevitel.,ne
descubrir / el descubrimiento,objevit,2070,En clase aprendemos a descubrir.,Ve třídě se učíme objevit.,ne
descubrir / el descubrimiento,odkrýt,2071,Es importante descubrir cada día.,Je důležité odkrýt každý den.,ne
descubrir / el descubrimiento,odhalit / objev,2072,Es importante descubrir cada día.,Je důležité odhalit každý den.,ne
descubrir / el descubrimiento,objevení,2073,Es importante descubrir cada día.,Je důležité objevení každý den.,ne
descubrir / el descubrimiento,nalezení,2074,Hoy intento descubrir mejor.,Dnes se snažím nalezení lépe.,ne
tener debilidad por alg(n),mít slabost pro koho co,2075,En esta frase usamos tener debilidad por alg.,V této větě používáme mít slabost pro koho co.,ne
acercar (se),přiblížit,2076,Es importante acercar cada día.,Je důležité přiblížit každý den.,ne
acercar (se),sblížit (se),2077,Hoy intento acercar mejor.,Dnes se snažím sblížit lépe.,ne
"acostar (se), 1.acuesto",uložit někoho něco,2078,Hoy practicamos el número acostar.,Dnes procvičujeme číslo uložit někoho něco.,ne
"acostar (se), 1.acuesto",uložit ke spánku (jít spát),2079,Repaso en clase el número acostar.,Ve třídě si opakuji číslo uložit ke spánku.,ne
"acobardar, asustar (se) / el susto",polekat,2080,No es fácil acobardar al principio.,Na začátku není snadné polekat.,ne
"acobardar, asustar (se) / el susto",vyděsit,2081,Es importante acobardar cada día.,Je důležité vyděsit každý den.,ne
"acobardar, asustar (se) / el susto",vystrašit (se) / úlek,2082,No es fácil acobardar al principio.,Na začátku není snadné vystrašit.,ne
la ballena (azul),velryba (plejtvák obrovský),2083,Hoy escucho la ballena en clase.,Dnes ve třídě slyším velryba.,ne
el bañador,plavky,2084,Aquí está el bañador.,Tady je plavky.,ne
la biblioteca,knihovna,2085,En casa tenemos la biblioteca.,Doma máme knihovna.,ne
el borde / al borde de,okraj / na kraji čeho,2086,Hoy escucho el borde en clase.,Dnes ve třídě slyším okraj.,ne
"a casa, en casa",domů,2087,En esta situación uso a casa.,V této situaci používám domů.,ne
"a casa, en casa",doma,2088,Hoy escucho a casa en clase.,Dnes ve třídě slyším doma.,ne
cenar,večeřet,2089,Hoy intento cenar mejor.,Dnes se snažím večeřet lépe.,ne
el provecho,prospěch,2090,Aquí está el provecho.,Tady je prospěch.,ne
el provecho,užitek,2091,En casa tenemos el provecho.,Doma máme užitek.,ne
Buen provecho !,Dobrou chuť!,2092,En esta frase usamos Buen provecho !.,V této větě používáme Dobrou chuť!.,ne
el éxito,úspěch,2093,Hoy necesito el éxito.,Dnes potřebuji úspěch.,ne
el éxito,zdar,2094,Aquí está el éxito.,Tady je zdar.,ne
el éxito,šlágr,2095,Hoy necesito el éxito.,Dnes potřebuji šlágr.,ne
el éxito,trhák,2096,En la foto veo el éxito.,Na fotce vidím trhák.,ne
con éxito / de éxito,úspěšně,2097,Hoy escucho con éxito en clase.,Dnes ve třídě slyším úspěšně.,ne
con éxito / de éxito,zdárně / úspěšný,2098,En esta situación uso con éxito.,V této situaci používám zdárně.,ne
con éxito / de éxito,zdárný,2099,Hoy escucho con éxito en clase.,Dnes ve třídě slyším zdárný.,ne
con éxito / de éxito,zdařilý,2100,En esta situación uso con éxito.,V této situaci používám zdařilý.,ne
¡Mucho éxito ! / tener éxito,Mnoho zdaru! / mít úspěch,2101,En esta frase usamos ¡Mucho éxito !.,V této větě používáme Mnoho zdaru!.,ne
el centro comercial,nákupní středisko,2102,Hoy escucho el centro comercial en clase.,Dnes ve třídě slyším nákupní středisko.,ne
las clases,vyučování,2103,Aquí está las clases.,Tady je vyučování.,ne
el cuarto (kvarto) / el cuarto de baño,čtvrt,2104,Hoy escucho el cuarto en clase.,Dnes ve třídě slyším čtvrt.,ne
el cuarto (kvarto) / el cuarto de baño,pokoj / koupelna,2105,En esta frase usamos el cuarto.,V této větě používáme pokoj.,ne
desayunar,snídat,2106,Hoy intento desayunar mejor.,Dnes se snažím snídat lépe.,ne
desayunar,nasnídat se,2107,Hoy intento desayunar mejor.,Dnes se snažím nasnídat se lépe.,ne
"despertar (se), 1.despierto",probudit,2108,Escribo ahora el número despertar.,Teď píšu číslo probudit.,ne
"despertar (se), 1.despierto",vzbudit,2109,Hoy practicamos el número despertar.,Dnes procvičujeme číslo vzbudit.,ne
"despertar (se), 1.despierto",procitnout (se),2110,Escribo ahora el número despertar.,Teď píšu číslo procitnout.,ne
dormirse,usnout,2111,En clase aprendemos a dormirse.,Ve třídě se učíme usnout.,ne
ducharse,sprchovat se,2112,En clase aprendemos a ducharse.,Ve třídě se učíme sprchovat se.,ne
"empezar, 1.empiezo",začít,2113,En el ejercicio aparece el número empezar.,V cvičení je číslo začít.,ne
"empezar, 1.empiezo",začínat,2114,Hoy practicamos el número empezar.,Dnes procvičujeme číslo začínat.,ne
empezar bien,mít dobrý začátek,2115,En una frase simple aparece empezar bien.,V jednoduché větě se objevuje mít dobrý začátek.,ne
empezar bien,začít slibně,2116,En una frase simple aparece empezar bien.,V jednoduché větě se objevuje začít slibně.,ne
para empezar,nejdřív,2117,Hoy intento para empezar mejor.,Dnes se snažím nejdřív lépe.,ne
para empezar,na začátek,2118,No es fácil para empezar al principio.,Na začátku není snadné na začátek.,ne
para empezar,nejprve,2119,No es fácil para empezar al principio.,Na začátku není snadné nejprve.,ne
entrenar,trénovat,2120,En clase aprendemos a entrenar.,Ve třídě se učíme trénovat.,ne
entrenar,cvičit,2121,Es importante entrenar cada día.,Je důležité cvičit každý den.,ne
esconder (se) / el escondite,schovat,2122,No es fácil esconder al principio.,Na začátku není snadné schovat.,ne
esconder (se) / el escondite,skrýt(se) / skrýš,2123,Es importante esconder cada día.,Je důležité skrýt každý den.,ne
esconder (se) / el escondite,úkryt,2124,Es importante esconder cada día.,Je důležité úkryt každý den.,ne
esconder (se) / el escondite,hra na schovávanou,2125,En clase aprendemos a esconder.,Ve třídě se učíme hra na schovávanou.,ne
el espectáculo,představení,2126,Hoy necesito el espectáculo.,Dnes potřebuji představení.,ne
el espectáculo,vystoupení,2127,En casa tenemos el espectáculo.,Doma máme vystoupení.,ne
favorito,oblíbený,2128,La situación parece favorito.,Situace působí oblíbený.,ne
favorito,favorizovaný,2129,La situación parece favorito.,Situace působí favorizovaný.,ne
irse,odjet,2130,Hoy intento irse mejor.,Dnes se snažím odjet lépe.,ne
irse,odejít,2131,No es fácil irse al principio.,Na začátku není snadné odejít.,ne
el placer,potěšení,2132,Hoy intento el placer mejor.,Dnes se snažím potěšení lépe.,ne
el placer,radost,2133,No es fácil el placer al principio.,Na začátku není snadné radost.,ne
el placer,zábava,2134,En clase aprendemos a el placer.,Ve třídě se učíme zábava.,ne
Será un placer para mí. / con placer,Bude mi potěšením. / s radostí,2135,En esta situación uso Será un placer para mí.,V této situaci používám Bude mi potěšením.,ne
hacer por diversión / por placer,dělat pro zábavu,2136,En esta situación uso hacer por diversión.,V této situaci používám dělat pro zábavu.,ne
"contar, 1.cuento",počítat,2137,Hoy practicamos el número contar.,Dnes procvičujeme číslo počítat.,ne
"contar, 1.cuento",vypočítat,2138,Escribo ahora el número contar.,Teď píšu číslo vypočítat.,ne
"contar, 1.cuento",vyprávět,2139,Repaso en clase el número contar.,Ve třídě si opakuji číslo vyprávět.,ne
"contar, 1.cuento",povídat,2140,En el ejercicio aparece el número contar.,V cvičení je číslo povídat.,ne
"contar, 1.cuento",popisovat,2141,Repaso en clase el número contar.,Ve třídě si opakuji číslo popisovat.,ne
"contar, 1.cuento",mít,2142,Hoy practicamos el número contar.,Dnes procvičujeme číslo mít.,ne
contigo / consigo,s tebou / s sebou,2143,En esta frase usamos contigo.,V této větě používáme s tebou.,ne
llevar consigo,mít s sebou,2144,Todo está llevar consigo hoy.,Dnes je všechno mít s sebou.,ne
¿Podemos contar contigo?,Můžeme s tebou počítat?,2145,En una conversación digo ¿Podemos contar contigo?.,V rozhovoru říkám Můžeme s tebou počítat?.,ne
el chiste / contar chistes,vtip,2146,En una conversación digo el chiste.,V rozhovoru říkám vtip.,ne
el chiste / contar chistes,anegnota,2147,Hoy escucho el chiste en clase.,Dnes ve třídě slyším anegnota.,ne
el chiste / contar chistes,žert / vyprávět vtipy,2148,En esta situación uso el chiste.,V této situaci používám žert.,ne
último,poslední,2149,Todo está último hoy.,Dnes je všechno poslední.,ne
último,nejnovější,2150,Todo está último hoy.,Dnes je všechno nejnovější.,ne
la adoración,uctívání,2151,Hoy necesito la adoración.,Dnes potřebuji uctívání.,ne
la adoración,zbožňování,2152,En casa tenemos la adoración.,Doma máme zbožňování.,ne
la adoración,horoucí láska,2153,En casa tenemos la adoración.,Doma máme horoucí láska.,ne
administrar,spravovat,2154,En clase aprendemos a administrar.,Ve třídě se učíme spravovat.,ne
administrar,řídit,2155,Hoy intento administrar mejor.,Dnes se snažím řídit lépe.,ne
administrar,vést,2156,Es importante administrar cada día.,Je důležité vést každý den.,ne
administrar,hospodařit,2157,Hoy intento administrar mejor.,Dnes se snažím hospodařit lépe.,ne
la página,stránka,2158,En la foto veo la página.,Na fotce vidím stránka.,ne
la página,strana,2159,En casa tenemos la página.,Doma máme strana.,ne
la página,etapa,2160,Aquí está la página.,Tady je etapa.,ne
la página,epizoda,2161,En la foto veo la página.,Na fotce vidím epizoda.,ne
meter,dát,2162,No es fácil meter al principio.,Na začátku není snadné dát.,ne
meter,strčit,2163,En clase aprendemos a meter.,Ve třídě se učíme strčit.,ne
meter,vložit,2164,Es importante meter cada día.,Je důležité vložit každý den.,ne
meter,plést se do něčeho,2165,No es fácil meter al principio.,Na začátku není snadné plést se do něčeho.,ne
meter baza,skočit,2166,Hoy me siento meter baza.,Dnes se cítím skočit.,ne
meter baza,míchat se do řeči,2167,Todo está meter baza hoy.,Dnes je všechno míchat se do řeči.,ne
meter la pata,seknout se,2168,En esta frase usamos meter la pata.,V této větě používáme seknout se.,ne
meter la pata,udělat chybu,2169,En esta frase usamos meter la pata.,V této větě používáme udělat chybu.,ne
meter la pata,šlápnou vedle,2170,En esta situación uso meter la pata.,V této situaci používám šlápnou vedle.,ne
meter la pata,faux pas,2171,En esta frase usamos meter la pata.,V této větě používáme faux pas.,ne
meter un gol,sport. dát gól,2172,En esta frase usamos meter un gol.,V této větě používáme sport. dát gól.,ne
meter la primera / la marcha atrás,zařadit jedničku / zařadit zpátečku,2173,En esta frase usamos meter la primera.,V této větě používáme zařadit jedničku.,ne
la marcha,chůze,2174,Aquí está la marcha.,Tady je chůze.,ne
la marcha,pochod,2175,En casa tenemos la marcha.,Doma máme pochod.,ne
la marcha,chod stroje,2176,En casa tenemos la marcha.,Doma máme chod stroje.,ne
la marcha,rychlostní stupeň,2177,Aquí está la marcha.,Tady je rychlostní stupeň.,ne
la pata,noha,2178,Aquí está la pata.,Tady je noha.,ne
la pata,tlapa (zvířete),2179,Hoy necesito la pata.,Dnes potřebuji tlapa.,ne
mala pata,smůla,2180,Hoy me siento mala pata.,Dnes se cítím smůla.,ne
la ganancia,získávání,2181,Hoy necesito la ganancia.,Dnes potřebuji získávání.,ne
la ganancia,zisk,2182,Hoy necesito la ganancia.,Dnes potřebuji zisk.,ne
la ganancia,výdělek,2183,En la foto veo la ganancia.,Na fotce vidím výdělek.,ne
la ganancia,výhra,2184,Hoy necesito la ganancia.,Dnes potřebuji výhra.,ne
el / la amante,milenec,2185,En esta situación uso el.,V této situaci používám milenec.,ne
el / la amante,milenka,2186,Hoy escucho el en clase.,Dnes ve třídě slyším milenka.,ne
el / la amante,milovník,2187,Hoy escucho el en clase.,Dnes ve třídě slyším milovník.,ne
el / la amante,obdivovatel,2188,Hoy escucho el en clase.,Dnes ve třídě slyším obdivovatel.,ne
furibundo,nadšený,2189,El resultado es furibundo.,Výsledek je nadšený.,ne
furibundo,horlivý,2190,Todo está furibundo hoy.,Dnes je všechno horlivý.,ne
furibundo,zanícený (příznivec,2191,El resultado es furibundo.,Výsledek je zanícený (příznivec.,ne
furibundo,milovník něčeho),2192,Todo está furibundo hoy.,Dnes je všechno milovník něčeho).,ne
necesitar,potřebovat,2193,No es fácil necesitar al principio.,Na začátku není snadné potřebovat.,ne
necesitar,vyžadovat,2194,Hoy intento necesitar mejor.,Dnes se snažím vyžadovat lépe.,ne
compartir,sdílet,2195,Es importante compartir cada día.,Je důležité sdílet každý den.,ne
compartir,dělit se,2196,En clase aprendemos a compartir.,Ve třídě se učíme dělit se.,ne
compartir,rozdělit,2197,No es fácil compartir al principio.,Na začátku není snadné rozdělit.,ne
la receta de cocina,kuchařský recept,2198,Hoy escucho la receta de cocina en clase.,Dnes ve třídě slyším kuchařský recept.,ne
por otro lado,na druhou stranu,2199,En esta frase usamos por otro lado.,V této větě používáme na druhou stranu.,ne
(el) asado,pečeně,2200,En esta frase usamos asado.,V této větě používáme pečeně.,ne
(el) asado,pečený,2201,En una conversación digo asado.,V rozhovoru říkám pečený.,ne
(el) asado,grilovaný,2202,Hoy escucho asado en clase.,Dnes ve třídě slyším grilovaný.,ne
el arroz,rýže,2203,Aquí está el arroz.,Tady je rýže.,ne
la patata,brambora,2204,Hoy necesito la patata.,Dnes potřebuji brambora.,ne
"de patata, patatas fritas",bramborový,2205,En esta frase usamos de patata.,V této větě používáme bramborový.,ne
"de patata, patatas fritas",hranolky,2206,En una conversación digo de patata.,V rozhovoru říkám hranolky.,ne
bola de harina / bola de masa hervida,knedlíky,2207,Hoy escucho bola de harina en clase.,Dnes ve třídě slyším knedlíky.,ne
la masa / en masa,těsto,2208,En esta situación uso la masa.,V této situaci používám těsto.,ne
la masa / en masa,hmota,2209,En una conversación digo la masa.,V rozhovoru říkám hmota.,ne
la masa / en masa,kaše,2210,En esta frase usamos la masa.,V této větě používáme kaše.,ne
la masa / en masa,hmotnost,2211,En esta frase usamos la masa.,V této větě používáme hmotnost.,ne
la masa / en masa,dav / masově,2212,En una conversación digo la masa.,V rozhovoru říkám dav.,ne
la harina,mouka,2213,Aquí está la harina.,Tady je mouka.,ne
la bola,koule,2214,Hoy necesito la bola.,Dnes potřebuji koule.,ne
la bola,kulička,2215,En la foto veo la bola.,Na fotce vidím kulička.,ne
la bola,klubko,2216,Hoy necesito la bola.,Dnes potřebuji klubko.,ne
hervir,vařit se,2217,Es importante hervir cada día.,Je důležité vařit se každý den.,ne
hervir,kypět,2218,En clase aprendemos a hervir.,Ve třídě se učíme kypět.,ne
hervir,hořet,2219,Es importante hervir cada día.,Je důležité hořet každý den.,ne
hacer hervir,přivést k varu,2220,Es importante hacer hervir cada día.,Je důležité přivést k varu každý den.,ne
hacer hervir,nechat přejít varem,2221,Es importante hacer hervir cada día.,Je důležité nechat přejít varem každý den.,ne
la sal,sůl,2222,Hoy necesito la sal.,Dnes potřebuji sůl.,ne
la pimienta (el pimiento = paprika),pepř,2223,En una conversación digo la pimienta.,V rozhovoru říkám pepř.,ne
el pan rallado,strouhanka,2224,En una conversación digo el pan rallado.,V rozhovoru říkám strouhanka.,ne
rallar,strouhat,2225,En clase aprendemos a rallar.,Ve třídě se učíme strouhat.,ne
rallar,krouhat,2226,Hoy intento rallar mejor.,Dnes se snažím krouhat lépe.,ne
la cuchara / la cucharita de té,lžíce / čajová lžička,2227,En una conversación digo la cuchara.,V rozhovoru říkám lžíce.,ne
el tenedor,vidlička,2228,En casa tenemos el tenedor.,Doma máme vidlička.,ne
el cuchillo,nůž,2229,Hoy necesito el cuchillo.,Dnes potřebuji nůž.,ne
el cubierto / cubierto,příbor / přikrytý,2230,En esta situación uso el cubierto.,V této situaci používám příbor.,ne
salar,osolit,2231,Es importante salar cada día.,Je důležité osolit každý den.,ne
sazonar con pimienta,opepřit,2232,En esta situación uso sazonar con pimienta.,V této situaci používám opepřit.,ne
"sazonar / sazonado, condimentado",okořenit,2233,Es importante sazonar cada día.,Je důležité okořenit každý den.,ne
"sazonar / sazonado, condimentado",ochutit,2234,Es importante sazonar cada día.,Je důležité ochutit každý den.,ne
"sazonar / sazonado, condimentado",dochutit / kořeněný,2235,En clase aprendemos a sazonar.,Ve třídě se učíme dochutit.,ne
"sazonar / sazonado, condimentado",ochucený,2236,En clase aprendemos a sazonar.,Ve třídě se učíme ochucený.,ne
la especia (especie = druh),koření,2237,En esta frase usamos la especia.,V této větě používáme koření.,ne
añadir,dodat,2238,No es fácil añadir al principio.,Na začátku není snadné dodat.,ne
añadir,doplnit,2239,Es importante añadir cada día.,Je důležité doplnit každý den.,ne
añadir,přilít,2240,No es fácil añadir al principio.,Na začátku není snadné přilít.,ne
empanar,obalit ve strouhance,2241,En clase aprendemos a empanar.,Ve třídě se učíme obalit ve strouhance.,ne
rebozar,obalit (maso),2242,Hoy intento rebozar mejor.,Dnes se snažím obalit lépe.,ne
rebozar,obalit blátem,2243,Es importante rebozar cada día.,Je důležité obalit blátem každý den.,ne
rebozar,nahodit,2244,Es importante rebozar cada día.,Je důležité nahodit každý den.,ne
freír,smažit,2245,En una frase simple aparece freír.,V jednoduché větě se objevuje smažit.,ne
freír,fritovat,2246,En mi diálogo de hoy digo freír.,V mém dnešním dialogu říkám fritovat.,ne
la sartén,pánev ma smažení,2247,Hoy necesito la sartén.,Dnes potřebuji pánev ma smažení.,ne
el aceite (de oliva virgen),olej (panenský olivový),2248,En esta situación uso el aceite.,V této situaci používám olej.,ne
aceite de girasol,slunečnicový olej,2249,En esta situación uso aceite de girasol.,V této situaci používám slunečnicový olej.,ne
el girasol,slunečnice,2250,Aquí está el girasol.,Tady je slunečnice.,ne
"servir, 1.sirvo",sloužit (na vojně),2251,Hoy practicamos el número servir.,Dnes procvičujeme číslo sloužit.,ne
"servir, 1.sirvo",obsloužit,2252,En el ejercicio aparece el número servir.,V cvičení je číslo obsloužit.,ne
"servir, 1.sirvo",podávat jídlo,2253,En el ejercicio aparece el número servir.,V cvičení je číslo podávat jídlo.,ne
varias veces,několikrát,2254,Hoy usamos la palabra varias veces en clase.,Dnes ve třídě používáme slovo několikrát.,ne
varias veces,často,2255,Hoy usamos la palabra varias veces en clase.,Dnes ve třídě používáme slovo často.,ne
ido,minulý,2256,Todo está ido hoy.,Dnes je všechno minulý.,ne
ido,uplynulý,2257,El resultado es ido.,Výsledek je uplynulý.,ne
ido,duchem nepřítomný,2258,El resultado es ido.,Výsledek je duchem nepřítomný.,ne
¿Cómo te ha ido ?,Jak jsi pochodil? Jak to šlo?,2259,En esta situación uso ¿Cómo te ha ido ?.,V této situaci používám Jak jsi pochodil? Jak to šlo?.,ne
ahora mismo / Ahora mismo se ha ido.,hned teď / Zrovna šel pryč.,2260,En esta frase usamos ahora mismo.,V této větě používáme hned teď.,ne
la fe,víra,2261,En la foto veo la fe.,Na fotce vidím víra.,ne
apoyar (se),podpořit,2262,Hoy intento apoyar mejor.,Dnes se snažím podpořit lépe.,ne
apoyar (se),podepřít,2263,Es importante apoyar cada día.,Je důležité podepřít každý den.,ne
apoyar (se),opřít (opírat se o),2264,No es fácil apoyar al principio.,Na začátku není snadné opřít.,ne
"pedir, 1.pido",žádat,2265,En el ejercicio aparece el número pedir.,V cvičení je číslo žádat.,ne
"pedir, 1.pido",prosit,2266,Hoy practicamos el número pedir.,Dnes procvičujeme číslo prosit.,ne
"pedir, 1.pido",objednat jídlo,2267,Repaso en clase el número pedir.,Ve třídě si opakuji číslo objednat jídlo.,ne
pedir excusas a algn,požádat o prominutí koho,2268,En una conversación digo pedir excusas a algn.,V rozhovoru říkám požádat o prominutí koho.,ne
pedir alg,poručit si co,2269,En una frase simple aparece pedir alg.,V jednoduché větě se objevuje poručit si co.,ne
¿Le puedo pedir algo?,Mohu vás o něco požádat?,2270,En una conversación digo ¿Le puedo pedir algo?.,V rozhovoru říkám Mohu vás o něco požádat?.,ne
pedir la hora al dentista,objednat se k zubaři,2271,En esta frase usamos pedir la hora al dentista.,V této větě používáme objednat se k zubaři.,ne
pedir ayuda,žádat o pomoc,2272,Todo está pedir ayuda hoy.,Dnes je všechno žádat o pomoc.,ne
pedir la mano,přen. žádat o ruku,2273,En esta situación uso pedir la mano.,V této situaci používám přen. žádat o ruku.,ne
través,skrz,2274,Hoy usamos la palabra través en clase.,Dnes ve třídě používáme slovo skrz.,ne
través,přes,2275,En una frase simple aparece través.,V jednoduché větě se objevuje přes.,ne
través,sklon,2276,En una frase simple aparece través.,V jednoduché větě se objevuje sklon.,ne
través de tus ojos,skrz tvé oči,2277,Hoy escucho través de tus ojos en clase.,Dnes ve třídě slyším skrz tvé oči.,ne
través de tus ojos,prostřednictvím tvých očí,2278,En esta frase usamos través de tus ojos.,V této větě používáme prostřednictvím tvých očí.,ne
la red,síť,2279,Hoy necesito la red.,Dnes potřebuji síť.,ne
la red,internet,2280,Aquí está la red.,Tady je internet.,ne
la red,síť rybářská i jiná,2281,Hoy necesito la red.,Dnes potřebuji síť rybářská i jiná.,ne
la arena,písek,2282,En la foto veo la arena.,Na fotce vidím písek.,ne
la arena,aréna,2283,Aquí está la arena.,Tady je aréna.,ne
la arena,kolbiště,2284,Aquí está la arena.,Tady je kolbiště.,ne
el cerebro,mozek,2285,En casa tenemos el cerebro.,Doma máme mozek.,ne
el corazón,srdce,2286,Hoy necesito el corazón.,Dnes potřebuji srdce.,ne
el corazón,zlatíčko,2287,En la foto veo el corazón.,Na fotce vidím zlatíčko.,ne
el corazón,miláček,2288,En la foto veo el corazón.,Na fotce vidím miláček.,ne
romper / partir a algn el corazón,zlomit komu srdce,2289,En clase aprendemos a romper.,Ve třídě se učíme zlomit komu srdce.,ne
alegrar el corazón,hřát u srdce,2290,En esta situación uso alegrar el corazón.,V této situaci používám hřát u srdce.,ne
la propuesta,návrh,2291,En la foto veo la propuesta.,Na fotce vidím návrh.,ne
el lavabo (la jofaina) / Tengo que ir al lavabo.,záchod,2292,En una conversación digo el lavabo.,V rozhovoru říkám záchod.,ne
el lavabo (la jofaina) / Tengo que ir al lavabo.,umyvadlo / Musím jít na záchod.,2293,Hoy escucho el lavabo en clase.,Dnes ve třídě slyším umyvadlo.,ne
enviar,zaslat,2294,Es importante enviar cada día.,Je důležité zaslat každý den.,ne
enviar,poslat,2295,No es fácil enviar al principio.,Na začátku není snadné poslat.,ne
enviar,odeslat,2296,En clase aprendemos a enviar.,Ve třídě se učíme odeslat.,ne
ejecutar,provést,2297,Es importante ejecutar cada día.,Je důležité provést každý den.,ne
ejecutar,vykonat,2298,Hoy intento ejecutar mejor.,Dnes se snažím vykonat lépe.,ne
ejecutar,zařídit,2299,Es importante ejecutar cada día.,Je důležité zařídit každý den.,ne
ejecutar,přednést (báseň),2300,Es importante ejecutar cada día.,Je důležité přednést každý den.,ne
ejecutar,popravit,2301,Es importante ejecutar cada día.,Je důležité popravit každý den.,ne
la venganza / vengativo,pomsta / pomstychtivý,2302,En esta situación uso la venganza.,V této situaci používám pomsta.,ne
preparar,připravit,2303,No es fácil preparar al principio.,Na začátku není snadné připravit.,ne
preparar,přichystat,2304,Es importante preparar cada día.,Je důležité přichystat každý den.,ne
preparar,nachystat,2305,Es importante preparar cada día.,Je důležité nachystat každý den.,ne
limpiar (se),očistit,2306,No es fácil limpiar al principio.,Na začátku není snadné očistit.,ne
limpiar (se),vyčistit(si),2307,En clase aprendemos a limpiar.,Ve třídě se učíme vyčistit.,ne
limpiar (se),uklidit,2308,En clase aprendemos a limpiar.,Ve třídě se učíme uklidit.,ne
¡Saludos a tus padres !,Pozdravuj rodiče.,2309,En una conversación digo ¡Saludos a tus padres !.,V rozhovoru říkám Pozdravuj rodiče.,ne
Elisa va al colegio.,Eliška chodí do školy.,2310,En una conversación digo Elisa va al colegio.,V rozhovoru říkám Eliška chodí do školy.,ne
así que,takže,2311,Hoy usamos la palabra así que en clase.,Dnes ve třídě používáme slovo takže.,ne
Ahora no tengo ganas de leer.,Dnes nemám chuť / nechce se mi učit.,2312,En clase aprendemos a Ahora no tengo ganas de leer.,Ve třídě se učíme Dnes nemám chuť.,ne
la copa,sklenka,2313,En la foto veo la copa.,Na fotce vidím sklenka.,ne
la copa,číše,2314,Hoy necesito la copa.,Dnes potřebuji číše.,ne
la copa,pohár,2315,Aquí está la copa.,Tady je pohár.,ne
la copa,koruna stromu,2316,En casa tenemos la copa.,Doma máme koruna stromu.,ne
ir a tomar una cerveza / ir de copas,jít na pivo / jít na flám,2317,Hoy escucho ir a tomar una cerveza en clase.,Dnes ve třídě slyším jít na pivo.,ne
Es muy buena gente.,Je moc fajn.,2318,Hoy escucho Es muy buena gente en clase.,Dnes ve třídě slyším Je moc fajn.,ne
la película,film (i film jako pásek),2319,Hoy necesito la película.,Dnes potřebuji film.,ne
la piscina,bazén,2320,En casa tenemos la piscina.,Doma máme bazén.,ne
"preferir, 1.prefiero",dávat předost,2321,Hoy practicamos el número preferir.,Dnes procvičujeme číslo dávat předost.,ne
"preferir, 1.prefiero",mít raději,2322,Repaso en clase el número preferir.,Ve třídě si opakuji číslo mít raději.,ne
quedar bien / mal,padnout,2323,Hoy escucho quedar bien en clase.,Dnes ve třídě slyším padnout.,ne
quedar bien / mal,slušet / nepadnout,2324,En esta frase usamos quedar bien.,V této větě používáme slušet.,ne
quedar bien / mal,neslušet,2325,En esta situación uso quedar bien.,V této situaci používám neslušet.,ne
quedarse,zůstat,2326,No es fácil quedarse al principio.,Na začátku není snadné zůstat.,ne
la rebaja,sleva,2327,Hoy necesito la rebaja.,Dnes potřebuji sleva.,ne
la rebaja,zlevnění,2328,En casa tenemos la rebaja.,Doma máme zlevnění.,ne
temprano,brzy,2329,La situación parece temprano.,Situace působí brzy.,ne
temprano,časně,2330,Todo está temprano hoy.,Dnes je všechno časně.,ne
tímido,bázlivý,2331,Hoy me siento tímido.,Dnes se cítím bázlivý.,ne
tímido,nesmělý,2332,Todo está tímido hoy.,Dnes je všechno nesmělý.,ne
a tiempo,včas,2333,Hoy me siento a tiempo.,Dnes se cítím včas.,ne
por amor al arte,z lásky k umění,2334,En esta situación uso por amor al arte.,V této situaci používám z lásky k umění.,ne
por amor al arte,zadarmo,2335,En esta situación uso por amor al arte.,V této situaci používám zadarmo.,ne
la lumbre,oheň,2336,En casa tenemos la lumbre.,Doma máme oheň.,ne
la lumbre,plamen (na vaření),2337,En casa tenemos la lumbre.,Doma máme plamen.,ne
aparecer,objevit se,2338,Es importante aparecer cada día.,Je důležité objevit se každý den.,ne
aparecer,ukázat se,2339,Es importante aparecer cada día.,Je důležité ukázat se každý den.,ne
aparecer,zjevit se,2340,En clase aprendemos a aparecer.,Ve třídě se učíme zjevit se.,ne
la botella,láhev,2341,Hoy necesito la botella.,Dnes potřebuji láhev.,ne
el cariño,láska,2342,Hoy necesito el cariño.,Dnes potřebuji láska.,ne
el cariño,náklonost,2343,Aquí está el cariño.,Tady je náklonost.,ne
el cariño,něžnost,2344,En casa tenemos el cariño.,Doma máme něžnost.,ne
el cariño,miláček,2345,En la foto veo el cariño.,Na fotce vidím miláček.,ne
"tierno, cariñoso",něžný,2346,Hoy escucho tierno en clase.,Dnes ve třídě slyším něžný.,ne
correr,běžet,2347,No es fácil correr al principio.,Na začátku není snadné běžet.,ne
correr,utíkat,2348,No es fácil correr al principio.,Na začátku není snadné utíkat.,ne
correr,proudit,2349,En clase aprendemos a correr.,Ve třídě se učíme proudit.,ne
correr,foukat,2350,Es importante correr cada día.,Je důležité foukat každý den.,ne
correr,být vystaven čemu,2351,Hoy intento correr mejor.,Dnes se snažím být vystaven čemu lépe.,ne
el repente / de repente,hnutí mysli,2352,En esta frase usamos el repente.,V této větě používáme hnutí mysli.,ne
el repente / de repente,náhlý popud / náhle,2353,En esta situación uso el repente.,V této situaci používám náhlý popud.,ne
el repente / de repente,najednou,2354,En una conversación digo el repente.,V rozhovoru říkám najednou.,ne
el repente / de repente,z čista jasna,2355,En esta frase usamos el repente.,V této větě používáme z čista jasna.,ne
